mock_slope	cov1_slope	cov2_slope	oddSample	Ratio	sig_mock	sig_cov1	sig_cov2
ENSG00000111642.15	0.0124993150959059	0.0330010674047337	0.0144727310333721	cov1_slope	9.38512142855456	Not	Significant	Not
ENSG00000185344.14	-0.033820091994863	-0.0258090265600495	-0.0346836209212653	cov1_slope	9.27971072676288	Significant	Not	Not
ENSG00000171863.14	-0.0218403167801679	-0.028468913310538	-0.02248986574333	cov1_slope	9.20344244614214	Significant	Significant	Significant
ENSG00000213741.10	-0.0146622982008689	-0.0270014285354058	-0.0158793583677931	cov1_slope	9.13631024670773	Not	Significant	Significant
ENSG00000183742.12	-0.00407441045881934	0.0147162307870672	-0.00219250442632079	cov1_slope	8.98442334141316	Not	Significant	Not
ENSG00000133794.17	0.0438369719808235	0.0988306519162294	0.0493499151240346	cov1_slope	8.94400182596637	Not	Significant	Not
ENSG00000186468.13	-0.0133720503453701	-0.0234939762081789	-0.012236439048312	cov1_slope	8.91155416802408	Not	Significant	Not
ENSG00000228437.5	-0.0264391318867066	-0.0381100991788895	-0.0250471166702819	cov1_slope	8.38095681345442	Not	Significant	Not
ENSG00000100813.14	0.0216724881231637	0.0366539163984373	0.0198770694000166	cov1_slope	8.34060757195522	Significant	Significant	Not
ENSG00000051341.14	0.0482903393472386	0.055578686892533	0.047413706154863	cov1_slope	8.31060827992317	Significant	Significant	Significant
ENSG00000147650.11	-0.0224147375331108	-0.0029759963685258	-0.0247853890297191	cov1_slope	8.20273704966092	Not	Not	Significant
ENSG00000111799.21	-0.007292142560778	0.0302113503438426	-0.00317667810258804	cov1_slope	8.11082035248083	Not	Significant	Not
ENSG00000164087.7	0.0413731936588856	0.0228450273975796	0.0393077066038956	cov1_slope	7.97545359352138	Significant	Not	Not
ENSG00000148429.14	0.0156176854461221	0.0434496481919549	0.0187320458681767	cov1_slope	7.93093334487892	Not	Significant	Significant
ENSG00000167642.13	-0.0110330758291382	-0.0262330380676198	-0.012738783811951	cov1_slope	7.909230173996	Not	Significant	Not
ENSG00000144791.10	0.0074260019230078	-0.020545561439073	0.00427694687013932	cov1_slope	7.88187630020468	Not	Not	Significant
ENSG00000251537.4	-0.0445079104182519	-0.0196210996371689	-0.0416329321650699	cov1_slope	7.66305941859588	Significant	Not	Not
ENSG00000196787.3	0.071611447421696	0.0470275117034614	0.0748505196709145	cov1_slope	7.60338436189883	Significant	Significant	Significant
ENSG00000245694.9	0.0540590735275585	0.0251563096888983	0.0579583141710191	cov1_slope	7.42351084683328	Significant	Not	Not
ENSG00000124575.6	0.084132706930644	0.11216565682462	0.0874658606069651	cov1_slope	7.39089844582905	Significant	Significant	Significant
ENSG00000185624.15	0.0125999540108821	-0.0164164525045951	0.00905427442750971	cov1_slope	7.18395916122034	Not	Significant	Not
ENSG00000134827.8	-0.0437879535618072	-0.0727967885082828	-0.0473608442335673	cov1_slope	7.10791062299381	Significant	Significant	Significant
ENSG00000100300.18	-0.0077878256527035	-0.026495095730609	-0.00513821681067462	cov1_slope	7.0584088362452	Not	Significant	Not
ENSG00000170776.21	0.0098607012778419	0.0253472555688096	0.0117983789609133	cov1_slope	6.99063135654605	Not	Significant	Not
ENSG00000167925.16	-0.0350104392537662	-0.0659455272707011	-0.0305745616677255	cov1_slope	6.96305619781502	Significant	Significant	Not
ENSG00000019505.8	-0.0389327875777501	-0.0278837508775244	-0.0375224701817068	cov1_slope	6.83705642440353	Significant	Significant	Significant
ENSG00000185634.12	-0.111410445362366	-0.18312482633727	-0.100884993917471	cov1_slope	6.7414056891013	Significant	Not	Not
ENSG00000264522.6	0.0185212719507492	0.0497572371143324	0.0138923113128356	cov1_slope	6.74132555075921	Not	Not	Significant
ENSG00000181617.5	-0.0153790225201811	-0.0373107843541619	-0.0121172162709782	cov1_slope	6.72015295249141	Not	Significant	Not
ENSG00000166483.11	0.0368999145617539	0.0611154891208647	0.0400342281182333	cov1_slope	6.71848494779921	Significant	Significant	Significant
ENSG00000063177.13	-0.0145747535595846	-0.0275432738950919	-0.0126336239501726	cov1_slope	6.67909723913565	Not	Significant	Not
ENSG00000165288.10	0.0275830449928852	0.045185781243726	0.0248810584160985	cov1_slope	6.51043957687067	Significant	Significant	Significant
ENSG00000117479.14	0.0272197491962386	0.047887225419233	0.024019655740299	cov1_slope	6.4533130069238	Significant	Not	Not
ENSG00000181915.4	-0.0203615745896932	-0.0283469464854221	-0.0191067857274427	cov1_slope	6.36258839218093	Not	Not	Significant
ENSG00000130204.13	-0.0146955152403819	-0.0218341164807605	-0.0157107243402632	cov1_slope	6.03090659206725	Not	Significant	Not
ENSG00000078114.18	-0.059854366611445	-0.0978498829110277	-0.065280949753737	cov1_slope	5.98491594438454	Significant	Not	Not
ENSG00000121274.12	0.0117398105548075	0.046608844815139	0.00591856313072848	cov1_slope	5.98474487013224	Not	Significant	Not
ENSG00000135378.4	0.0315518597327929	0.00950830922057041	0.035253810663977	cov1_slope	5.95847495129521	Significant	Not	Significant
ENSG00000160199.14	0.00366065828163666	0.0513767119646727	-0.00439910386820492	cov1_slope	5.91471572944667	Not	Significant	Not
ENSG00000153406.13	-0.00431036461175299	-0.0315317112682219	0.000297093098741587	cov1_slope	5.9058788754596	Not	Significant	Not
ENSG00000132646.11	-0.00994990974934095	-0.0199455482768605	-0.00824124037754371	cov1_slope	5.84908460421341	Not	Significant	Not
ENSG00000134444.14	0.0199021009920251	0.0335559019634181	0.0218983127773051	cov1_slope	5.83785479239216	Not	Significant	Not
ENSG00000214078.12	0.0220506912330348	0.00712259399561625	0.0198439176887975	cov1_slope	5.76607695489214	Significant	Not	Not
ENSG00000107290.14	0.0106024895976144	0.0216014985204114	0.0122486167197468	cov1_slope	5.68082372502787	Not	Significant	Not
ENSG00000115091.11	0.00329404009168541	-0.00598638995948793	0.00190480427767979	cov1_slope	5.68022716781215	Not	Not	Significant
ENSG00000151466.12	0.035232440912587	0.0422437050039168	0.0339936828459985	cov1_slope	5.65818170982725	Significant	Not	Significant
ENSG00000049323.16	-0.0399765560642907	-0.0940026846567287	-0.0481965462287612	cov1_slope	5.55436194578764	Significant	Significant	Significant
ENSG00000101911.12	0.0102883315048096	-0.0230659162925078	0.00514368784108302	cov1_slope	5.48283083199574	Not	Significant	Not
ENSG00000138867.16	0.00397811066849656	-0.012267696559142	0.00146036091799336	cov1_slope	5.45230908377155	Not	Significant	Not
ENSG00000168282.5	0.00989365316110825	-0.0121084640809923	0.0139508706561503	cov1_slope	5.42351012471206	Not	Not	Significant
ENSG00000152661.8	0.0325889380617561	0.0110136234966448	0.0365699213425988	cov1_slope	5.42329426097352	Significant	Not	Significant
ENSG00000163082.10	0.0134243547294975	0.0249999500224111	0.0112853776767871	cov1_slope	5.41051430388241	Not	Not	Significant
ENSG00000095951.17	-0.0083957029466112	0.0379800088201858	-0.00113961679176964	cov1_slope	5.38891609049696	Not	Significant	Significant
ENSG00000146038.12	-0.00468568063194206	0.0174372956192613	-0.00114753563083713	cov1_slope	5.25225540590639	Not	Not	Significant
ENSG00000104067.16	0.0058001130283278	0.0255121810158038	0.00203727697322378	cov1_slope	5.23725342222605	Not	Significant	Not
ENSG00000114416.18	0.0195525126778003	0.0284702613517013	0.020988193543865	cov1_slope	5.21044344575752	Significant	Significant	Not
ENSG00000143183.16	-0.0201561390350707	-0.0280694624944515	-0.0186318138064038	cov1_slope	5.19027042634485	Significant	Not	Significant
ENSG00000114867.20	-0.00535526786116055	-0.0106421514601737	-0.00431916838713124	cov1_slope	5.10246106939906	Not	Significant	Not
ENSG00000108256.9	0.00372940466376798	0.0147641475221492	0.00554001176052616	cov1_slope	5.09404854788711	Not	Significant	Not
ENSG00000136381.13	0.0171373751690744	0.0290504482775174	0.0147733703285478	cov1_slope	5.03789963169356	Not	Significant	Not
ENSG00000187741.15	0.0202628130995423	0.0127685499059463	0.0190211558353701	cov1_slope	5.03634856300223	Not	Significant	Significant
ENSG00000236104.3	0.0304370892698936	0.00308575983200621	0.0258796660166957	cov1_slope	5.00419803876714	Significant	Not	Not
