ENSEMBL_GENE_ID	GENE_SYMBOL	ENTREZ_ID
ENSG00000231031	LINC01804	NA
ENSG00000231035	RPL7L1P9	NA
ENSG00000231039		NA
ENSG00000231040	LINC01911	NA
ENSG00000231043		NA
ENSG00000231047	GCNT1P3	NA
ENSG00000231049	OR52B5P	NA
ENSG00000231050		NA
ENSG00000231054		NA
ENSG00000231057		NA
ENSG00000231062		NA
ENSG00000231063	RPL6P6	NA
ENSG00000231064		NA
ENSG00000231066	NPM1P9	NA
ENSG00000231069		NA
ENSG00000231071	IDI1P3	NA
ENSG00000231073		NA
ENSG00000231074	HCG18	NA
ENSG00000231083		NA
ENSG00000231084	RPL22P24	NA
ENSG00000231086	TSSK1A	NA
ENSG00000231090	MIR4422HG	NA
ENSG00000231092		NA
ENSG00000231095	GYG1P3	NA
ENSG00000231100		NA
ENSG00000231104		NA
ENSG00000231105	ECE1-AS1	NA
ENSG00000231106	LINC01436	NA
ENSG00000231107	LINC01508	NA
ENSG00000231112	MTHFD2P3	NA
ENSG00000231113		NA
ENSG00000231114		NA
ENSG00000231119		NA
ENSG00000231120	BTF3P10	NA
ENSG00000231122	FAM25E	643479
ENSG00000231123	SPATA20P1	NA
ENSG00000231125		NA
ENSG00000231128		NA
ENSG00000231130	HLA-T	NA
ENSG00000231131	LNCAROD	NA
ENSG00000231133	HAR1B	NA
ENSG00000231139		NA
ENSG00000231147	ARHGAP42P2	NA
ENSG00000231149		NA
ENSG00000231153		NA
ENSG00000231154	MORF4L2-AS1	NA
ENSG00000231156		NA
ENSG00000231160	KLF3-AS1	NA
ENSG00000231162	COX11P1	NA
ENSG00000231163	CSMD2-AS1	NA
ENSG00000231164	RPL7P56	NA
ENSG00000231166	TUBB4BP6	107987035
ENSG00000231167	YBX1P2	NA
ENSG00000231169	EEF1B2P1	NA
ENSG00000231170		NA
ENSG00000231171	LINC01098	NA
ENSG00000231173		NA
ENSG00000231175	LINC01720	NA
ENSG00000231177	LINC00852	NA
ENSG00000231178		NA
ENSG00000231181		NA
ENSG00000231183		NA
ENSG00000231184	CCNQP3	NA
ENSG00000231185	SPRY4-AS1	NA
ENSG00000231187		NA
ENSG00000231188		NA
ENSG00000231192	OR5H1	26341
ENSG00000231193		NA
ENSG00000231194	FARP1-AS1	NA
ENSG00000231195	IFNA11P	NA
ENSG00000231201		NA
ENSG00000231203	KRT8P10	NA
ENSG00000231204		NA
ENSG00000231205	ZNF826P	NA
ENSG00000231210	COMETT	NA
ENSG00000231212		NA
ENSG00000231213	PLSCR5	389158
ENSG00000231216		NA
ENSG00000231226	TRIM31-AS1	NA
ENSG00000231233	CFAP58-DT	NA
ENSG00000231234	SKP1P1	NA
ENSG00000231235		NA
ENSG00000231236		NA
ENSG00000231240	KLF2P1	NA
ENSG00000231241	RPS3AP3	NA
ENSG00000231244	PSMC1P3	NA
ENSG00000231245	C1DP1	NA
ENSG00000231249	ITPR1-DT	NA
ENSG00000231252		NA
ENSG00000231256	CFAP97D1	284067
ENSG00000231259	ANAPC1P2	NA
ENSG00000231265	TRERNA1	NA
ENSG00000231270		NA
ENSG00000231272		NA
ENSG00000231274	SBK3	100130827
ENSG00000231278	OR9S24P	NA
ENSG00000231280	SALL4P6	NA
ENSG00000231290	APCDD1L-DT	NA
ENSG00000231292	IGKV1OR2-108	NA
ENSG00000231295		NA
ENSG00000231297		NA
ENSG00000231298	MANCR	NA
ENSG00000231300	EZH2P1	NA
ENSG00000231301	RPL13AP	NA
ENSG00000231304	SGO1-AS1	NA
ENSG00000231305		NA
ENSG00000231307	RPS3P2	NA
ENSG00000231310	TBL1XR1-AS1	NA
ENSG00000231312	MAP4K3-DT	NA
ENSG00000231313	CLIC1P1	NA
ENSG00000231316		NA
ENSG00000231317		NA
ENSG00000231324		NA
ENSG00000231326	LINC02662	NA
ENSG00000231327	LINC01816	NA
ENSG00000231328	TPT1P7	NA
ENSG00000231329		NA
ENSG00000231333	RPL34P6	NA
ENSG00000231340	ACTG1P10	NA
ENSG00000231341	VDAC1P6	NA
ENSG00000231344		NA
ENSG00000231345	BEND3P1	NA
ENSG00000231346	LINC01160	NA
ENSG00000231351	WBP1P1	NA
ENSG00000231358		NA
ENSG00000231359		NA
ENSG00000231362		NA
ENSG00000231365	WARS2-AS1	NA
ENSG00000231367	LINC02613	NA
ENSG00000231369		NA
ENSG00000231376	HMGN2P16	NA
ENSG00000231382	NBPF21P	NA
ENSG00000231383	FGF12-AS1	NA
ENSG00000231384		NA
ENSG00000231386		NA
ENSG00000231389	HLA-DPA1	3113
ENSG00000231394		NA
ENSG00000231395	ARL4AP4	NA
ENSG00000231397		NA
ENSG00000231399	SNRPEP8	NA
ENSG00000231401		NA
ENSG00000231402	WASF5P	NA
ENSG00000231403		NA
ENSG00000231404	RAC1P3	NA
ENSG00000231407	GORAB-AS1	NA
ENSG00000231409		NA
ENSG00000231414		NA
ENSG00000231416		NA
ENSG00000231417	IRX1P1	NA
ENSG00000231418		NA
ENSG00000231421		NA
ENSG00000231422	LINC01516	NA
ENSG00000231424		NA
ENSG00000231427	LINC01445	NA
ENSG00000231431	FAR2P4	NA
ENSG00000231434		NA
ENSG00000231437	LINC01750	NA
ENSG00000231439	WASIR2	NA
ENSG00000231441	DST-AS1	NA
ENSG00000231443		NA
ENSG00000231445	TIMM8AP1	NA
ENSG00000231453	LINC01305	NA
ENSG00000231454		NA
ENSG00000231458	RNASEH1P2	NA
ENSG00000231464		NA
ENSG00000231466		NA
ENSG00000231468	PRDX3P2	NA
ENSG00000231471	HMGN2P34	NA
ENSG00000231473	RB1-DT	NA
ENSG00000231476		NA
ENSG00000231482		NA
ENSG00000231483	LINC02678	NA
ENSG00000231484		NA
ENSG00000231490	RPL7L1P2	NA
ENSG00000231492		NA
ENSG00000231500	RPS18	6222
ENSG00000231503	PTMAP4	NA
ENSG00000231507	LINC01353	NA
ENSG00000231508	RPL34P20	NA
ENSG00000231512	SEPTIN14P21	NA
ENSG00000231519		NA
ENSG00000231521		NA
ENSG00000231523	SEPTIN14P1	NA
ENSG00000231527	FAM27C	NA
ENSG00000231528	FAM225A	NA
ENSG00000231529	LINC02779	NA
ENSG00000231530		NA
ENSG00000231531	HINT1P1	NA
ENSG00000231533		NA
ENSG00000231534	FBXO36-IT1	NA
ENSG00000231539		NA
ENSG00000231544	RSL24D1P11	NA
ENSG00000231547		NA
ENSG00000231549	ATP5MDP1	NA
ENSG00000231551		NA
ENSG00000231552	IGBP1P3	NA
ENSG00000231560	CLEC12A-AS1	NA
ENSG00000231561	CEACAMP5	NA
ENSG00000231563		NA
ENSG00000231566	LINC02595	NA
ENSG00000231567	MTND2P19	NA
ENSG00000231570	PPIAP63	NA
ENSG00000231574	LINC02015	NA
ENSG00000231575		NA
ENSG00000231579	RPL7P21	NA
ENSG00000231584	FAHD2CP	NA
ENSG00000231587	SNORD62B	NA
ENSG00000231588	SHQ1P1	NA
ENSG00000231590		NA
ENSG00000231605	LINC01363	NA
ENSG00000231607	DLEU2	NA
ENSG00000231609		NA
ENSG00000231612		NA
ENSG00000231615		NA
ENSG00000231616		NA
ENSG00000231621	ANKRD44-AS1	NA
ENSG00000231622	RPS29P7	NA
ENSG00000231625	SLC47A1P2	NA
ENSG00000231628		NA
ENSG00000231633	LINC00283	NA
ENSG00000231635	ATP5F1BP1	NA
ENSG00000231638	LUARIS	NA
ENSG00000231646	FSIP2-AS1	NA
ENSG00000231649	SPATA31B1P	NA
ENSG00000231651	DLG3-AS1	NA
ENSG00000231652		NA
ENSG00000231663	COA6-AS1	NA
ENSG00000231665	OGFOD1P1	NA
ENSG00000231671	LINC01307	NA
ENSG00000231672	DIRC3	NA
ENSG00000231674	LINC00410	NA
ENSG00000231680	LINC02723	NA
ENSG00000231682	LINC01891	NA
ENSG00000231683		NA
ENSG00000231684	EIF1P3	NA
ENSG00000231686		NA
ENSG00000231689	LINC01090	NA
ENSG00000231690	LINC00574	NA
ENSG00000231694		NA
ENSG00000231697	NANOGP5	NA
ENSG00000231698		NA
ENSG00000231699		NA
ENSG00000231700		NA
ENSG00000231703		NA
ENSG00000231704		NA
ENSG00000231705		NA
ENSG00000231711	LINC00899	NA
ENSG00000231713		NA
ENSG00000231714		NA
ENSG00000231721	LINC-PINT	NA
ENSG00000231722		NA
ENSG00000231724		NA
ENSG00000231725	VN1R110P	NA
ENSG00000231728	TMSB15B-AS1	NA
ENSG00000231729	ARHGEF9-IT1	NA
ENSG00000231731		NA
ENSG00000231735		NA
ENSG00000231738	TSPAN19	144448
ENSG00000231739	GAPDHP59	NA
ENSG00000231740		NA
ENSG00000231742	LINC01273	NA
ENSG00000231744		NA
ENSG00000231747		NA
ENSG00000231749	ABCA9-AS1	NA
ENSG00000231750	NANOGP10	NA
ENSG00000231752	EMBP1	NA
ENSG00000231754		NA
ENSG00000231755	CHODL-AS1	NA
ENSG00000231760		NA
ENSG00000231762		NA
ENSG00000231764	DLX6-AS1	NA
ENSG00000231765	PPP1R11P2	NA
ENSG00000231767	RPS27AP5	NA
ENSG00000231768	LINC01354	NA
ENSG00000231769		NA
ENSG00000231770	TMEM44-AS1	NA
ENSG00000231777	MTND4P21	NA
ENSG00000231781		NA
ENSG00000231782	LINC00575	NA
ENSG00000231784	DBIL5P	NA
ENSG00000231787	H2BP9	NA
ENSG00000231789	PIK3CD-AS2	NA
ENSG00000231793	DOC2GP	NA
ENSG00000231794		NA
ENSG00000231795	ITCH-IT1	NA
ENSG00000231799	PA2G4P6	NA
ENSG00000231801	ANP32BP2	NA
ENSG00000231802		NA
ENSG00000231806	PCAT7	NA
ENSG00000231808	LINC01388	NA
ENSG00000231809	NANOGP9	NA
ENSG00000231814	LINC00210	NA
ENSG00000231815		NA
ENSG00000231817	LINC01198	NA
ENSG00000231821	NPM1P48	NA
ENSG00000231822	SMC3P1	NA
ENSG00000231826	LINC01819	NA
ENSG00000231827		NA
ENSG00000231829		NA
ENSG00000231830		NA
ENSG00000231831	MTHFD1P1	NA
ENSG00000231840		NA
ENSG00000231841	FAM192BP	NA
ENSG00000231848	KRTCAP2P1	NA
ENSG00000231849	UBE2V2P4	NA
ENSG00000231851	MRPS9-AS1	NA
ENSG00000231852	CYP21A2	1589
ENSG00000231856		NA
ENSG00000231857	MORF4L1P5	NA
ENSG00000231858		NA
ENSG00000231863		NA
ENSG00000231864		NA
ENSG00000231870	KRT17P3	NA
ENSG00000231871	IPO9-AS1	NA
ENSG00000231875		NA
ENSG00000231876		NA
ENSG00000231877		NA
ENSG00000231878	SNRPFP1	NA
ENSG00000231880		NA
ENSG00000231881		NA
ENSG00000231883		NA
ENSG00000231884	NDUFB1P1	NA
ENSG00000231887	PRH1	5554
ENSG00000231888	MTND5P15	NA
ENSG00000231889	TRAF3IP2-AS1	NA
ENSG00000231890	DARS-AS1	NA
ENSG00000231892		NA
ENSG00000231898	MYO3B-AS1	NA
ENSG00000231901		NA
ENSG00000231903		NA
ENSG00000231906		NA
ENSG00000231908	IDH1-AS1	NA
ENSG00000231911	TPRKBP1	NA
ENSG00000231918		NA
ENSG00000231920	NEBL-AS1	NA
ENSG00000231923		NA
ENSG00000231924	PSG1	5669
ENSG00000231925	TAPBP	6892
ENSG00000231927		NA
ENSG00000231929	HMGB3P31	NA
ENSG00000231933	MYO18B-AS1	NA
ENSG00000231937		NA
ENSG00000231940	RPS7P3	NA
ENSG00000231942	HNRNPA1P36	NA
ENSG00000231944	PHKA1-AS1	NA
ENSG00000231948	HS1BP3-IT1	NA
ENSG00000231951		NA
ENSG00000231952	DPY19L1P2	NA
ENSG00000231954	MTND2P22	NA
ENSG00000231956	HNRNPA1P9	NA
ENSG00000231961		NA
ENSG00000231964		NA
ENSG00000231966	LINC02818	NA
ENSG00000231967		NA
ENSG00000231969	MMADHC-DT	NA
ENSG00000231970		NA
ENSG00000231971	CT69	NA
ENSG00000231976	FAM238B	NA
ENSG00000231977		NA
ENSG00000231979		NA
ENSG00000231981	RPL7L1P12	NA
ENSG00000231982		NA
ENSG00000231983	LINC00415	NA
ENSG00000231985		NA
ENSG00000231987	LINC01787	NA
ENSG00000231989	PPP1R2B	153743
ENSG00000231991	ANXA2P2	NA
ENSG00000231992		NA
ENSG00000231993	EP300-AS1	NA
ENSG00000231995		NA
ENSG00000231999	LRRC8C-DT	NA
ENSG00000232000	CLCN3P1	NA
ENSG00000232002	LINC01880	NA
ENSG00000232004	CAP1P2	NA
ENSG00000232006		NA
ENSG00000232015	HSPE1P25	NA
ENSG00000232019		NA
ENSG00000232022	FAAHP1	NA
ENSG00000232024	LSM12P1	NA
ENSG00000232027		NA
ENSG00000232028		NA
ENSG00000232031		NA
ENSG00000232032		NA
ENSG00000232034		NA
ENSG00000232036		NA
ENSG00000232037		NA
ENSG00000232040	ZBED9	114821
ENSG00000232041	PSMD10P3	NA
ENSG00000232043		NA
ENSG00000232044	SILC1	NA
ENSG00000232046	LINC01798	NA
ENSG00000232053		NA
ENSG00000232056		NA
ENSG00000232058		NA
ENSG00000232060	SLC4A1APP1	NA
ENSG00000232065	LINC01063	NA
ENSG00000232070	TMEM253	643382
ENSG00000232073		NA
ENSG00000232075	MRPL35P2	NA
ENSG00000232077	LINC01031	NA
ENSG00000232079	LINC01697	NA
ENSG00000232080		NA
ENSG00000232081	LARGE-IT1	NA
ENSG00000232082	RPS6KA2-IT1	NA
ENSG00000232084	LINC01104	NA
ENSG00000232093	DCST1-AS1	NA
ENSG00000232098		NA
ENSG00000232102	MTCO3P2	NA
ENSG00000232104	RFX3-AS1	NA
ENSG00000232110		NA
ENSG00000232112	TMA7	51372
ENSG00000232117	LINC00384	NA
ENSG00000232118	BACH1-AS1	NA
ENSG00000232119	MCTS1	28985
ENSG00000232120		NA
ENSG00000232124		NA
ENSG00000232125	DYTN	391475
ENSG00000232128	MTCO3P45	NA
ENSG00000232132	NDFIP2-AS1	NA
ENSG00000232133	IMPDH1P10	NA
ENSG00000232134	RPS15AP12	NA
ENSG00000232135		NA
ENSG00000232139	LINC00867	NA
ENSG00000232142	RPS25P9	NA
ENSG00000232148	FMO11P	NA
ENSG00000232149	FERP1	NA
ENSG00000232150	ST13P4	NA
ENSG00000232160	RAP2C-AS1	NA
ENSG00000232161		NA
ENSG00000232164	LINC01873	NA
ENSG00000232166		NA
ENSG00000232170	LINC00708	NA
ENSG00000232174		NA
ENSG00000232176		NA
ENSG00000232184		NA
ENSG00000232185	CNOT7P2	NA
ENSG00000232187	FTH1P7	NA
ENSG00000232190	LINC02181	NA
ENSG00000232192	KIF26B-AS1	NA
ENSG00000232193		NA
ENSG00000232194		NA
ENSG00000232199	RPL3P8	NA
ENSG00000232202	CHORDC1P1	NA
ENSG00000232203	SLC25A6P2	NA
ENSG00000232212	LINC01701	NA
ENSG00000232220		NA
ENSG00000232228		NA
ENSG00000232229	LINC00865	NA
ENSG00000232233	LINC02043	NA
ENSG00000232234		NA
ENSG00000232237	ASCL5	647219
ENSG00000232258	TMEM114	283953
ENSG00000232260	BTF3L4P1	NA
ENSG00000232265	LINC02805	NA
ENSG00000232268	OR52I1	390037
ENSG00000232271		NA
ENSG00000232273	FTH1P1	NA
ENSG00000232277	SLC30A6P1	NA
ENSG00000232281	IFNWP15	NA
ENSG00000232282	MTND1P32	NA
ENSG00000232284	GNG12-AS1	NA
ENSG00000232287	SLC6A1-AS1	NA
ENSG00000232290		NA
ENSG00000232295		NA
ENSG00000232296		NA
ENSG00000232298	GRHL3-AS1	NA
ENSG00000232300	FAM215B	NA
ENSG00000232301	LNCPRESS1	NA
ENSG00000232303	DFFBP1	NA
ENSG00000232306		NA
ENSG00000232310		NA
ENSG00000232311		NA
ENSG00000232320	MXRA7P1	NA
ENSG00000232325		NA
ENSG00000232328		NA
ENSG00000232332		NA
ENSG00000232333	RPS27AP2	NA
ENSG00000232334		NA
ENSG00000232335		NA
ENSG00000232337		NA
ENSG00000232341	RPL4P2	NA
ENSG00000232342		NA
ENSG00000232344		NA
ENSG00000232346		NA
ENSG00000232347		NA
ENSG00000232352	SEMA3B-AS1	NA
ENSG00000232354	VIPR1-AS1	NA
ENSG00000232358		NA
ENSG00000232359		NA
ENSG00000232361		NA
ENSG00000232362	ATP5MGP2	NA
ENSG00000232363		NA
ENSG00000232368	FTLP2	NA
ENSG00000232369	PPIAP35	NA
ENSG00000232370		NA
ENSG00000232373	MTCYBP3	NA
ENSG00000232375		NA
ENSG00000232377		NA
ENSG00000232380	ZDHHC20P4	NA
ENSG00000232381	OR52U1P	NA
ENSG00000232382	OR5K1	26339
ENSG00000232383		NA
ENSG00000232385	RPS3AP25	NA
ENSG00000232386		NA
ENSG00000232387	SKA2P1	NA
ENSG00000232388	SMIM26	388789
ENSG00000232389		NA
ENSG00000232392		NA
ENSG00000232393	RPL5P6	NA
ENSG00000232395		NA
ENSG00000232396		NA
ENSG00000232398	TMPRSS11CP	NA
ENSG00000232403		NA
ENSG00000232406		NA
ENSG00000232407	PPIAP70	NA
ENSG00000232411		NA
ENSG00000232412		NA
ENSG00000232413		NA
ENSG00000232415	ELN-AS1	NA
ENSG00000232416	BPESC1	NA
ENSG00000232420	IL9RP2	NA
ENSG00000232422	KNOP1P4	NA
ENSG00000232430	RPL31P15	NA
ENSG00000232431		NA
ENSG00000232433	GXYLT1P3	NA
ENSG00000232434	AJM1	389813
ENSG00000232436		NA
ENSG00000232437	RPS26P42	NA
ENSG00000232439	RPL18AP7	NA
ENSG00000232442	MHENCR	NA
ENSG00000232445	EMSLR	NA
ENSG00000232448		NA
ENSG00000232450		NA
ENSG00000232451		NA
ENSG00000232453	LINC02777	NA
ENSG00000232454		NA
ENSG00000232456		NA
ENSG00000232457	SLC16A6P1	NA
ENSG00000232458	LINC01450	NA
ENSG00000232459	OR4F14P	NA
ENSG00000232460	BMPR1AP2	NA
ENSG00000232466	H3P31	NA
ENSG00000232470		NA
ENSG00000232472	EEF1B2P3	NA
ENSG00000232474	NCKAP5-IT1	NA
ENSG00000232479	KRT8P52	NA
ENSG00000232480	TGFB2-AS1	NA
ENSG00000232485		NA
ENSG00000232486		NA
ENSG00000232487	RASA3-IT1	NA
ENSG00000232489	MFAP1P1	NA
ENSG00000232490	OSBPL10-AS1	NA
ENSG00000232493	RPL12P11	NA
ENSG00000232499		NA
ENSG00000232504	ST3GAL5-AS1	NA
ENSG00000232511	OR2AH1P	NA
ENSG00000232517		NA
ENSG00000232519		NA
ENSG00000232520	GCSIR	NA
ENSG00000232526	VDAC1P13	NA
ENSG00000232528		NA
ENSG00000232530	LIF-AS1	NA
ENSG00000232531		NA
ENSG00000232533		NA
ENSG00000232536		NA
ENSG00000232542	DPYD-IT1	NA
ENSG00000232545		NA
ENSG00000232546		NA
ENSG00000232548	LINC01809	NA
ENSG00000232549	SRD5A1P1	NA
ENSG00000232553	CLK2P1	NA
ENSG00000232554	RSU1P2	NA
ENSG00000232558	KCND3-IT1	NA
ENSG00000232568	RPL23AP35	NA
ENSG00000232573	RPL3P4	NA
ENSG00000232581		NA
ENSG00000232586	KIAA1614-AS1	NA
ENSG00000232587	EEF1A1P3	NA
ENSG00000232593	KANTR	NA
ENSG00000232596	LINC01646	NA
ENSG00000232599		NA
ENSG00000232600	TONSL-AS1	NA
ENSG00000232601		NA
ENSG00000232603		NA
ENSG00000232608	TIMM9P2	NA
ENSG00000232611		NA
ENSG00000232613	LINC02576	NA
ENSG00000232615		NA
ENSG00000232618		NA
ENSG00000232621	C4BPAP2	NA
ENSG00000232623	MRAP-AS1	NA
ENSG00000232624	LINC01517	NA
ENSG00000232625	RPL23AP31	NA
ENSG00000232626		NA
ENSG00000232629	HLA-DQB2	3120
ENSG00000232633		NA
ENSG00000232638		NA
ENSG00000232640		NA
ENSG00000232642		NA
ENSG00000232643	LINC00385	NA
ENSG00000232644		NA
ENSG00000232645	LINC01431	NA
ENSG00000232648		NA
ENSG00000232653	GOLGA8N	643699
ENSG00000232654	FAM136BP	NA
ENSG00000232655	LINC01656	NA
ENSG00000232656	IDI2-AS1	NA
ENSG00000232662	LDHBP1	NA
ENSG00000232667		NA
ENSG00000232668		NA
ENSG00000232671	ZNF687-AS1	NA
ENSG00000232675		NA
ENSG00000232676	ADH5P2	NA
ENSG00000232677	LINC00665	NA
ENSG00000232678	SPTLC1P4	NA
ENSG00000232679	LINC01705	NA
ENSG00000232680		NA
ENSG00000232682		NA
ENSG00000232684	ATP11A-AS1	NA
ENSG00000232685	LINC00442	NA
ENSG00000232688	LINC01628	NA
ENSG00000232690	HSPE1P9	NA
ENSG00000232692		NA
ENSG00000232693		NA
ENSG00000232699	BDH2P1	NA
ENSG00000232702		NA
ENSG00000232706	NUTM2HP	NA
ENSG00000232709	MARK2P9	NA
ENSG00000232710		NA
ENSG00000232712	KIZ-AS1	NA
ENSG00000232713	RPS12P3	NA
ENSG00000232714	MTND3P8	NA
ENSG00000232715	LINC01022	NA
ENSG00000232716		NA
ENSG00000232717	TRIM51JP	NA
ENSG00000232719		NA
ENSG00000232721		NA
ENSG00000232723		NA
ENSG00000232724	TRIM80P	NA
ENSG00000232725		NA
ENSG00000232727	YWHAEP1	NA
ENSG00000232728	PHB2P1	NA
ENSG00000232732		NA
ENSG00000232736		NA
ENSG00000232739		NA
ENSG00000232742	RHOQP2	NA
ENSG00000232748		NA
ENSG00000232749		NA
ENSG00000232754		NA
ENSG00000232756		NA
ENSG00000232759		NA
ENSG00000232760		NA
ENSG00000232772	MTND4P22	NA
ENSG00000232774		NA
ENSG00000232783	FRG2FP	NA
ENSG00000232788	ITGA6-AS1	NA
ENSG00000232789		NA
ENSG00000232795	SCAND3P1	NA
ENSG00000232800	SLC7A15P	NA
ENSG00000232801	SDCBPP3	NA
ENSG00000232803	SLCO4A1-AS1	NA
ENSG00000232807		NA
ENSG00000232810	TNF	7124
ENSG00000232811		NA
ENSG00000232814	COL4A2-AS1	NA
ENSG00000232815	DUX4L50	NA
ENSG00000232818	RPS2P32	NA
ENSG00000232821		NA
ENSG00000232823	TXNP1	NA
ENSG00000232824	PRR13P1	NA
ENSG00000232825		NA
ENSG00000232828		NA
ENSG00000232832	LMLN-AS1	NA
ENSG00000232834		NA
ENSG00000232838	PET117	100303755
ENSG00000232842		NA
ENSG00000232846	SLC25A6P3	NA
ENSG00000232848		NA
ENSG00000232850		NA
ENSG00000232855		NA
ENSG00000232857	KATNBL1P2	NA
ENSG00000232858	RPL34P27	NA
ENSG00000232859	LYRM9	201229
ENSG00000232860	SMG7-AS1	NA
ENSG00000232862		NA
ENSG00000232871	SEC1P	NA
ENSG00000232872	CTAGE3P	NA
ENSG00000232873	RPL23AP93	NA
ENSG00000232874		NA
ENSG00000232876		NA
ENSG00000232878	DPYD-AS1	NA
ENSG00000232879		NA
ENSG00000232880	NDUFB4P10	NA
ENSG00000232882	PHKA1P1	NA
ENSG00000232884		NA
ENSG00000232886		NA
ENSG00000232888	RPS11P5	NA
ENSG00000232891		NA
ENSG00000232892		NA
ENSG00000232893	IQCA1-AS1	NA
ENSG00000232901	CYCSP10	NA
ENSG00000232906		NA
ENSG00000232907	DLGAP4-AS1	NA
ENSG00000232912	RERE-AS1	NA
ENSG00000232913	PLCE1-AS2	NA
ENSG00000232915	RNF14P1	NA
ENSG00000232916	HMGN2P27	NA
ENSG00000232917	HSPE1P6	NA
ENSG00000232922	MTND6P24	NA
ENSG00000232927	USP12PY	NA
ENSG00000232928	DDX3P1	NA
ENSG00000232931	LINC00342	NA
ENSG00000232934		NA
ENSG00000232935		NA
ENSG00000232936		NA
ENSG00000232937		NA
ENSG00000232940	HCG25	NA
ENSG00000232946		NA
ENSG00000232949		NA
ENSG00000232950	ZNF519P1	NA
ENSG00000232951	IPO7P1	NA
ENSG00000232952		NA
ENSG00000232953	HSPA8P18	NA
ENSG00000232956	SNHG15	NA
ENSG00000232969		NA
ENSG00000232970	POLHP1	NA
ENSG00000232973	CYP1B1-AS1	NA
ENSG00000232977	LINC00327	NA
ENSG00000232983		NA
ENSG00000232990	MTATP6P7	NA
ENSG00000232991	GACAT1	NA
ENSG00000232994	RPL7P14	NA
ENSG00000232995		NA
ENSG00000232998	VPS13A-AS1	NA
ENSG00000233003	CICP26	NA
ENSG00000233005		NA
ENSG00000233006	MIR3936HG	NA
ENSG00000233007	UBTFL11	NA
ENSG00000233008	LINC01725	NA
ENSG00000233010	RPEP4	NA
ENSG00000233012	HDAC1P2	NA
ENSG00000233013	FAM157B	NA
ENSG00000233014	TBC1D3P7	NA
ENSG00000233016	SNHG7	NA
ENSG00000233017		NA
ENSG00000233018		NA
ENSG00000233020	CHORDC1P5	NA
ENSG00000233024	NPIPA9	NA
ENSG00000233025	CRYZP1	NA
ENSG00000233029		NA
ENSG00000233030		NA
ENSG00000233033	CASK-AS1	NA
ENSG00000233039	MTND5P30	NA
ENSG00000233040	FAM204BP	NA
ENSG00000233041	PHGR1	644844
ENSG00000233045	RPL15P5	NA
ENSG00000233047	LINC01677	NA
ENSG00000233048	LINC01722	NA
ENSG00000233052		NA
ENSG00000233056	ERVH48-1	90625
ENSG00000233057	EEF1A1P14	NA
ENSG00000233058	LINC00884	NA
ENSG00000233060		NA
ENSG00000233061	TTLL7-IT1	NA
ENSG00000233064		NA
ENSG00000233067	PTCHD1-AS	NA
ENSG00000233069		NA
ENSG00000233072	RPS15AP6	NA
ENSG00000233077	LINC01271	NA
ENSG00000233079	LINC01755	NA
ENSG00000233080	LINC01399	NA
ENSG00000233081		NA
ENSG00000233083	FTH1P6	NA
ENSG00000233084	RPL23AP25	NA
ENSG00000233085		NA
ENSG00000233086	LNCARSR	NA
ENSG00000233087	RAB6D	150786
ENSG00000233090		NA
ENSG00000233096		NA
ENSG00000233098	CCDC144NL-AS1	NA
ENSG00000233101	HOXB-AS3	NA
ENSG00000233103		NA
ENSG00000233108	GLCCI1-DT	NA
ENSG00000233110		NA
ENSG00000233111	RAB1C	NA
ENSG00000233117	LINC00702	NA
ENSG00000233121	VN1R20P	NA
ENSG00000233122	CTAGE7P	NA
ENSG00000233123	LINC01007	NA
ENSG00000233128	LINC01794	NA
ENSG00000233129		NA
ENSG00000233131		NA
ENSG00000233133		NA
ENSG00000233138		NA
ENSG00000233139		NA
ENSG00000233143	DIRC3-AS1	NA
ENSG00000233146	BPIFB5P	NA
ENSG00000233153	UBE2E2-AS1	NA
ENSG00000233154	LINC01762	NA
ENSG00000233155	HMGA1P8	NA
ENSG00000233157		NA
ENSG00000233159	RPL31P16	NA
ENSG00000233162	MORF4L1P6	NA
ENSG00000233163	RPS12P17	NA
ENSG00000233170		NA
ENSG00000233175		NA
ENSG00000233176	OR7E157P	NA
ENSG00000233178		NA
ENSG00000233183		NA
ENSG00000233184		NA
ENSG00000233190	RPS24P13	NA
ENSG00000233191		NA
ENSG00000233197	TMEM256P1	NA
ENSG00000233198	RNF224	643596
ENSG00000233200	LINC02634	NA
ENSG00000233203	DHCR24-DT	NA
ENSG00000233205	WBP1P2	NA
ENSG00000233208	LINC00642	NA
ENSG00000233211	GRPEL2P1	NA
ENSG00000233214		NA
ENSG00000233217	MROH3P	NA
ENSG00000233219		NA
ENSG00000233220	LINC00167	NA
ENSG00000233221		NA
ENSG00000233222		NA
ENSG00000233223		NA
ENSG00000233225	SSBP3P1	NA
ENSG00000233229	CNOT7P1	NA
ENSG00000233230		NA
ENSG00000233232	NPIPB7	NA
ENSG00000233235		NA
ENSG00000233237	LINC00472	NA
ENSG00000233238	DEFA9P	NA
ENSG00000233246	PHC2-AS1	NA
ENSG00000233247		NA
ENSG00000233248	MTND6P9	NA
ENSG00000233250		NA
ENSG00000233251		NA
ENSG00000233261	FAM238A	NA
ENSG00000233264		NA
ENSG00000233266	HMGB1P31	NA
ENSG00000233270	SNRPEP4	NA
ENSG00000233271		NA
ENSG00000233272	PNPT1P2	NA
